PolicyID,CustomerID,PolicyType,PolicyStartDate,PolicyEndDate,PremiumAmount,policyid
261,261,Health,2021-03-09,2027-02-23,4831.52,4e57669f-21f2-407c-b63e-d3bd731003f6
262,262,Auto,2020-01-17,2025-10-10,1436.23,e71a5562-e2ec-476a-8947-16f30f0720f3
263,263,Life,2024-05-08,2027-11-05,2539.63,f25fb246-3bfc-4220-9fbb-62955ae6e216
264,264,Auto,2023-06-12,2026-06-29,3753.33,48815218-c23b-41b7-aa69-aef9e22c9b89
265,265,Health,2023-06-30,2029-01-14,3030.86,9a05185d-879c-4306-b335-95210b4421e1
266,266,Home,2021-11-11,2026-09-26,4570.83,a1d5618a-f73a-4545-ad4f-6b1b90352627
267,267,Auto,2019-09-27,2028-10-06,2187.0,34c4b650-7630-433d-aa8f-0ad9c79c274d
268,268,Home,2021-03-30,2027-08-23,3890.48,3488eb3f-772d-4237-ae5e-f01473040c6d
269,269,Health,2020-02-15,2025-07-10,2550.64,6db99f20-18a0-44ed-9e8a-4a53de026bb4
270,270,Home,2021-06-22,2027-04-18,3020.98,691d555d-ef1b-4d0e-8ea1-4f03cafa0a85
271,271,Home,2023-08-25,2027-11-15,2153.19,3ab3cfca-c9eb-4f84-b9b9-1c923418db34
272,272,Health,2019-12-18,2027-08-05,4433.01,56365239-fd74-4387-b302-7b6117404018
273,273,Auto,2023-09-13,2027-04-19,2075.74,d6680fd4-d004-4c9e-84d2-743567128c21
274,274,Life,2022-11-24,2027-10-08,2579.08,d6269ddf-fc87-425d-ad04-e1cbfae9bb61
275,275,Health,2022-06-05,2025-12-05,1984.47,49ab95c4-6a1d-4c8d-807c-fbd4dcbbf3c8
276,276,Health,2021-11-11,2026-12-26,1435.65,385adbbc-9f59-4068-8e48-a955dcac0293
277,277,Life,2023-02-20,2027-10-16,3453.09,02a4d404-dfce-41f5-a436-abafc2acd554
278,278,Health,2020-09-09,2029-07-05,1162.68,447b2b5f-1240-4786-af62-d9b477b0fa94
279,279,Auto,2020-01-19,2026-08-21,4478.07,319e180a-3395-47d0-b60f-dcae4ab36b52
280,280,Health,2023-04-27,2027-06-01,3146.07,681703e9-ac3b-4a86-b19b-7317ac27a998
281,281,Home,2024-03-23,2029-02-05,4021.82,0481c74f-3c12-473c-85c1-c20735c58b43
282,282,Health,2021-05-30,2026-07-02,2721.75,4309e0dd-3b3d-4eaa-843e-7d2fa08f32c1
283,283,Auto,2023-03-10,2028-10-29,2197.93,e16c3e70-e052-45c4-9ee9-94e1ff2821fd
284,284,Auto,2024-04-27,2029-03-22,2937.87,69ce95b8-e444-4cb8-8561-6b1419939283
285,285,Life,2023-03-14,2029-04-20,3173.81,0a945ab0-7d43-40c6-93c3-4aafcb9311b7
286,286,Health,2023-11-05,2024-09-11,3577.6,98f6901e-e9b6-4885-94c4-e05317f57e09
287,287,Health,2022-05-23,2027-07-23,4643.05,f768aa2a-d065-4286-861d-244984cfdf58
288,288,Auto,2022-06-24,2027-09-12,1554.5,a5139414-d34e-43a0-8b41-4ee052cad15a
289,289,Health,2019-11-11,2027-12-02,1224.91,b6eff7c3-ca53-4c6f-94b0-c836ce529d9a
290,290,Home,2023-01-04,2025-11-18,4406.22,066ef187-d762-4f6b-a593-406c7ec013bf
291,291,Home,2020-01-04,2024-07-22,4357.21,c893609d-8df1-4638-8652-50ee87411ab0
292,292,Auto,2022-06-23,2027-10-12,1620.29,56354d9e-d99b-4e07-b3ab-a00cc3acf8ae
293,293,Health,2019-09-19,2029-03-11,2650.35,eaea0983-0725-4c70-85fb-90105e327a5a
294,294,Auto,2020-03-19,2025-02-24,1038.03,90d9493a-35f0-4fd1-a963-fc16729eeb1d
295,295,Auto,2019-10-01,2028-06-27,3183.53,abab1734-e0f8-4b21-bebe-c33772ca78ee
296,296,Auto,2020-02-07,2027-08-09,1960.08,dab62b22-5a5b-4b80-9bc6-e306e185488d
297,297,Auto,2021-11-12,2026-11-14,1843.12,49b7f6e0-1164-442f-9c3a-b7416e479757
298,298,Life,2019-10-26,2027-05-30,1914.24,a45d606c-f916-40d3-a106-09122af1ce3b
299,299,Health,2021-01-09,2026-04-20,4489.71,ce44993f-cf71-43e3-98c3-cb4074ecb26a
300,300,Auto,2019-12-21,2029-03-22,4498.71,2c03f30c-b4ec-478d-ad18-4b37e4019df1
301,301,Health,2020-12-12,2025-02-23,2424.55,0f113564-ab6a-43c7-a8bc-00af8ad50eb5
302,302,Home,2021-07-27,2027-09-15,2631.62,285875c4-89f3-42a3-b349-42a17640b88a
303,303,Auto,2020-09-18,2027-12-28,1798.41,b09e565d-0e51-402a-9d49-fd38d291f050
304,304,Auto,2023-05-16,2025-06-12,1761.74,081a504c-5220-4bc7-b7d8-a4fa1aee34e1
305,305,Auto,2019-08-15,2025-09-19,3610.08,6f041792-ffad-4ebb-afaa-c2d7436815c8
306,306,Health,2023-12-17,2028-02-22,1721.48,fa160328-dd68-41d3-8050-b9b129b59bc1
307,307,Life,2022-04-22,2025-01-22,1092.82,c1bd069e-6a02-416c-954f-836223fffc83
308,308,Life,2022-07-24,2025-01-23,4693.85,dd5702a7-5f65-46ad-a976-7b240c566c75
309,309,Home,2021-05-09,2024-12-01,3589.18,ba08c758-06fe-4c6e-9c21-3bdec4abcf43
310,310,Auto,2020-12-19,2027-02-22,4541.22,b2d573e0-6b63-4246-a204-219fbadf440e
311,311,Auto,2022-08-08,2026-06-02,4925.3,73025d26-ea56-4032-ad27-9694fe26bc8b
312,312,Health,2020-12-02,2025-06-26,4558.58,32d54359-b762-4acb-86ca-79a024588c0b
313,313,Health,2024-02-08,2026-11-05,1405.54,099449d6-9026-4133-80f0-41247778919a
314,314,Home,2022-11-03,2027-06-08,2826.78,1d5decdf-6e6f-47af-8ea1-b37e01a47a25
315,315,Life,2021-04-07,2029-01-21,4213.43,8304db02-4a9b-4e42-812c-3f8ffbd21ad9
316,316,Home,2020-03-07,2028-09-08,3148.77,cea2ca1e-5ece-4e64-a400-7686d016e0eb
317,317,Auto,2019-08-15,2027-04-27,4315.89,1597b4dd-9cdb-4e82-b80b-2ffd5803c87a
318,318,Home,2020-06-04,2028-02-24,3650.28,50e9a2b5-ad14-4b93-8172-584c3671f107
319,319,Health,2024-07-02,2029-02-19,4294.86,d2111f8c-7da2-4245-b2f7-6bf654c38fc5
320,320,Life,2022-07-22,2029-05-08,1979.79,fd8994c7-2d03-46cc-b086-c2842f94e6e4
321,321,Life,2019-07-26,2024-10-21,1256.9,ff874c42-ad5a-45cb-9726-0740e7102f62
322,322,Auto,2019-09-24,2027-04-10,4208.88,4e4e4f94-fa5f-4a5c-8a20-b44b74498490
323,323,Health,2021-07-07,2028-08-22,4549.11,93a2eb10-7211-4cb3-ab94-083fe890bc1b
324,324,Health,2022-11-07,2026-07-22,4501.88,e354e8bf-ebb0-447b-b3a3-9eccece94ebb
325,325,Auto,2023-09-09,2025-03-28,4661.18,73b9d02a-179d-44c9-ae09-e2f5f9f47ac4
326,326,Home,2020-10-28,2029-06-07,3487.9,689f00ef-3df2-4c0e-9063-965243666105
327,327,Life,2021-10-22,2026-09-04,3054.57,7b1dd2c0-38cf-403e-9a7e-72dc132c4750
328,328,Auto,2019-09-06,2027-04-16,3376.9,839e9685-e44a-4206-9b4d-07f832cd9725
329,329,Auto,2022-04-15,2027-01-13,4374.11,a0fec230-9ca4-4bcc-a587-947c28bc68ed
330,330,Life,2023-11-21,2026-06-02,1936.57,576d90a4-0ce8-4f00-a4c2-268d5c9c3239
331,331,Health,2020-06-25,2027-01-02,3458.11,6bcd8ad1-29a4-40f3-83e8-c80ab8465c2e
332,332,Auto,2022-06-30,2028-08-30,4985.02,ef5582e9-5d64-464c-a60a-c008716539f9
333,333,Life,2021-03-23,2026-02-28,2547.29,ec932270-ff58-4a1f-a4c3-b8dca9fd0eda
334,334,Home,2022-02-07,2026-04-18,2547.84,33cc2fdb-2950-48d5-8b1a-3b93cde34bbd
335,335,Health,2022-03-11,2028-11-23,4576.06,513175cc-da23-4286-87f5-bc023e2986ed
336,336,Health,2022-08-19,2025-10-15,2342.09,0e6d45c0-84fc-43f3-95db-e3326e17a882
337,337,Health,2020-07-12,2028-10-07,3250.21,ee495c22-f02f-4495-a678-34426ddc3829
338,338,Auto,2022-02-25,2026-12-06,1086.09,caeb5d62-dcda-43e2-97cf-77590b279cd6
339,339,Home,2021-04-11,2025-09-09,3478.43,52e80366-0b39-44a2-874d-3620c24ec7f6
340,340,Auto,2023-08-30,2029-06-18,2759.73,d2634564-76ee-43bc-8449-5cd51a36b162
341,341,Health,2023-01-29,2027-09-09,4305.26,41643fe3-97c0-4cb8-99be-4a84a30a402b
342,342,Health,2023-04-03,2025-06-26,1455.93,c4909833-9fd7-4c28-a4c8-c865d2df88fb
343,343,Auto,2024-05-16,2029-02-12,2776.48,3a7ae4cb-17cd-45b2-96a7-68a57712eeea
344,344,Health,2023-01-05,2024-09-07,2488.08,f2034fe8-8f12-424c-83e1-3a05dca57bf8
345,345,Home,2021-09-14,2029-01-09,1888.41,909dd2c9-be43-4879-83cf-0e9899dfbddc
346,346,Auto,2022-03-06,2024-09-13,4272.38,a9e737ab-a5f2-4e31-967d-e2ddbf291fc0
347,347,Auto,2020-08-28,2028-02-12,1140.78,f9203587-8b5c-4df7-af27-0e9ccdd383ea
348,348,Home,2024-06-02,2029-04-06,3134.98,5056e875-f5f7-4e38-b8a3-dde3798d367b
349,349,Auto,2020-03-28,2029-07-08,4021.56,451d9c90-c7e3-4cd5-a704-e320e08310fa
350,350,Home,2022-06-19,2025-11-15,4877.69,6fd4798c-ea12-4532-b6c7-9eb1cfc44f7d
351,351,Life,2019-12-24,2025-05-28,1857.93,18c8e0c1-0191-49fc-b2fb-dd1f4db5ccb2
352,352,Auto,2020-09-27,2029-01-30,4058.6,449a2792-a02a-4cc9-a972-ff4e0dcbe0a0
353,353,Home,2023-04-27,2028-04-03,2984.36,d5709cf8-6e88-4dca-ba9a-97ce468a165e
354,354,Auto,2022-03-26,2027-06-28,2385.68,f768eb8a-feb8-4c85-a11f-b6f8a2f79121
355,355,Life,2021-05-08,2025-07-23,3690.45,7051d49c-52e1-4c58-91ae-a63a8c2c2c85
356,356,Life,2019-08-25,2029-01-06,1249.52,9b4b578e-e6f4-46da-9ebb-d8af801a622d
357,357,Health,2019-07-19,2027-02-14,2313.53,4b72353f-c9e8-4c93-8628-b7c2c315430b
358,358,Life,2023-03-26,2029-07-11,1134.37,97f0b1c9-c1cb-4c12-9ec1-577bf338ec92
359,359,Health,2020-05-02,2028-02-19,3608.91,7b526fe0-df3d-4f50-ad47-599c2d14698a
360,360,Health,2024-03-07,2024-07-29,2321.72,ad3f368f-7464-41fd-88bd-1e97d48793c0
361,361,Auto,2020-06-22,2025-10-01,2453.74,74dd4458-1a40-4454-baa0-e2f9903877f6
362,362,Health,2020-08-16,2029-05-07,1443.41,c9cac45a-d9c0-4be2-8c51-d82fedda0b6d
363,363,Life,2023-01-10,2025-03-22,3055.2,0159d306-d394-4343-a309-8d95248a666e
364,364,Life,2023-10-31,2028-05-31,4906.35,6f68466d-003d-497e-b877-aa0296f47059
365,365,Life,2021-09-08,2024-11-08,1790.48,c3b8dbd9-48be-41f0-b0da-d3b6ed5f62d3
366,366,Life,2019-11-12,2028-06-17,1189.96,ca1b8dfa-34c9-4303-842b-05c21094edff
367,367,Life,2021-09-21,2026-08-06,4375.28,e908c37b-13fd-4343-a8f3-7338d1b5970c
368,368,Auto,2023-07-06,2027-07-29,1974.99,0b937640-d10e-4fd8-879c-75b0a6000905
369,369,Health,2020-12-15,2025-10-19,1167.42,a308ad44-cd41-4bcd-b7ae-32f3fe86da42
370,370,Auto,2020-09-20,2028-10-31,4709.09,66bd6cf2-92b0-4fbd-a36a-eb4238b079bd
371,371,Health,2019-10-29,2026-12-17,2082.91,cc242d1e-3e09-40c7-9169-453f819bf425
372,372,Home,2021-07-22,2024-09-26,3973.98,10939037-63bb-4109-a8c8-d1467c9243b0
373,373,Life,2020-07-30,2029-03-17,3694.97,bb4c0b4b-60c1-4cfc-8bcd-f355f6ea1ce0
374,374,Home,2023-03-31,2028-02-05,4521.4,24a9d6a9-f49f-4c0f-9d9e-8c3e8a323bfd
375,375,Life,2020-03-15,2026-03-27,1646.91,216a817d-90c3-4fb4-9a94-74b8f0f527fc
376,376,Life,2020-03-02,2026-06-29,2040.43,86a14b47-ab4e-4347-aac9-fdcfc03285fa
377,377,Home,2021-06-06,2025-12-19,4611.5,1c6b0408-521f-492e-84dc-5c4f22f427ef
378,378,Health,2019-10-28,2028-12-20,4075.37,1b2838b0-3fd3-4a42-817a-ca0af8b0946a
379,379,Home,2021-08-22,2025-08-03,4045.63,e47d3295-689b-49c2-9bbb-24d4a8dc9f7f
380,380,Home,2020-09-10,2029-03-07,4858.49,83ad66c8-2efe-4424-8d9f-dac6f28f342a
381,381,Auto,2021-05-06,2029-04-15,4184.03,94a44fda-3553-46bf-b5eb-b34e3278c7bb
382,382,Auto,2020-05-01,2026-11-17,3995.91,b8878dc8-662e-41a8-bee6-bb254cbef2bf
383,383,Health,2020-01-23,2027-07-04,3975.95,59af95c9-2ebe-46d0-915c-833cb4f69d0c
384,384,Health,2021-02-17,2028-04-19,2274.39,e996e219-dabe-4503-a954-e07b04f2cffb
385,385,Home,2024-01-30,2027-12-07,2785.59,3ef09254-33c7-49e3-af20-ca1fc8136232
386,386,Health,2022-12-27,2029-06-30,2962.65,17d759b2-d73c-4b7f-82cc-8393a73812f9
387,387,Auto,2020-12-20,2024-11-08,2415.13,cad10735-4544-4b79-b6fa-2dd2b9aab586
388,388,Auto,2023-01-17,2027-09-13,3002.18,fe888adb-442c-4d9e-ac49-acf01a370daf
389,389,Life,2020-10-21,2029-03-29,4452.82,6996385b-cd83-46e0-837e-b8804743ec33
390,390,Life,2021-08-20,2027-01-15,2408.07,24b0c78b-ac98-4fc2-ad38-56b843ca6b41
391,391,Health,2020-01-22,2027-04-23,4699.47,72fc0854-a15a-40a2-ac03-298744d527a1
392,392,Health,2022-01-10,2026-10-01,4462.34,8defdbb3-55a5-4648-87b5-4de0b0cb9b12
393,393,Auto,2020-11-30,2025-04-28,4256.3,5bbeeb97-52fd-4d5d-8f87-3f7586d1bf10
394,394,Health,2023-06-11,2026-10-15,2747.76,206c075f-9fbb-430b-86f7-786077c698ec
395,395,Life,2022-09-24,2025-01-27,4105.37,b6d50769-e4ac-4e80-b90e-b6c1be832b29
396,396,Life,2024-03-26,2025-08-22,3794.55,46255c06-9295-44e4-a00d-faf715736a31
397,397,Health,2020-04-26,2024-11-23,1382.58,f1a5c306-5c53-484c-8587-1576a6489286
398,398,Auto,2021-01-26,2027-12-19,4180.24,6aada587-db2a-429c-92dc-1efcc5be55a8
399,399,Life,2022-05-04,2025-05-19,4482.57,a57dbad1-1d71-41bb-b0de-de8b391083c8
400,400,Life,2023-08-19,2027-08-11,1903.07,71f5afb7-51f2-4c42-8e46-51dfa1ce76db
401,401,Auto,2021-03-19,2025-05-15,4099.92,fe7cf1bf-fb3f-4480-a8aa-98c92b993e8f
402,402,Life,2021-11-24,2025-10-14,3462.15,c7c37f2c-837a-4695-898f-77a8dad4dd00
403,403,Life,2021-01-09,2025-08-18,1016.3,72cce541-ba20-4884-9bf4-a8e5f361d7d8
404,404,Home,2021-08-15,2025-04-04,4139.41,2f14721f-81bb-475e-8483-a00836a0b4e5
405,405,Life,2022-12-22,2024-11-04,3802.0,86a14bdb-c1cd-4ba3-a36a-5d25a4bd4439
406,406,Life,2023-04-24,2024-09-28,1724.32,2e5b60aa-c528-4a1d-8065-b2c931eee5d9
407,407,Life,2022-07-31,2025-05-21,2166.07,8cb7008b-a92c-40f1-9641-a4e1ae7d0ac9
408,408,Life,2019-11-03,2025-05-12,2729.58,26c9bd56-7f16-48f5-923e-43713f3eb724
409,409,Home,2021-09-28,2026-03-27,1013.79,f042f2bc-f260-44a9-88be-74fc3ca02eac
410,410,Health,2023-02-18,2026-07-16,4191.17,ad971c93-5ead-4269-aa6d-db6a83a55810
411,411,Health,2022-06-16,2028-03-25,4084.85,f970d269-73ca-43cb-ba40-fb160c3574d9
412,412,Life,2022-05-20,2029-01-29,2362.84,f57f2d53-af57-4687-ac9f-e582df417f07
413,413,Health,2023-12-09,2025-09-29,2595.19,0f60f324-28e8-4028-8d3c-ce487d588642
414,414,Auto,2020-09-05,2025-09-17,2905.35,653e235a-1ab1-40d8-b156-e1c538abe16e
415,415,Health,2022-08-03,2028-05-26,3075.42,47fec00b-dbfa-4de3-a781-4ec11fe5d94a
416,416,Home,2024-04-05,2024-09-07,2200.02,5299d79b-b8f1-4dd3-9b68-ed05bb88a0a0
417,417,Auto,2022-10-11,2027-04-18,1351.69,72d15cfe-0465-4308-a2cc-10db1c17ae68
418,418,Health,2021-04-27,2025-04-01,4066.48,1ef648ea-7181-4d4e-b09b-584d4956b0eb
419,419,Life,2022-03-02,2025-05-07,3037.91,27de72c8-fc36-440b-bcc2-bdd784226467
420,420,Life,2021-09-28,2028-06-24,1492.87,06e0852c-44b2-443b-88d3-1c1e4989b536
421,421,Home,2024-02-20,2027-10-29,2352.62,4e8a6fc8-9a6e-4717-819a-b54c35838296
422,422,Life,2021-03-19,2025-06-23,4570.36,938a86b3-9cad-4965-8e82-72f4dfe916dd
423,423,Health,2023-08-07,2028-03-27,1163.87,80ff2155-fb31-4ecc-ad1b-2edeac1e8a33
424,424,Auto,2023-03-24,2027-05-07,2871.4,8f7981d0-4be3-4969-8450-45102ec2f068
425,425,Health,2023-08-21,2026-08-19,2375.27,6143e56c-0cb9-4823-ba5b-adb90079f88f
426,426,Home,2020-10-28,2026-06-11,4321.83,4b5461d1-aac2-4f81-861a-8920bb113d37
427,427,Health,2022-02-15,2024-09-11,1317.28,ae70b651-e4df-45e5-98ad-55176cfb34b6
428,428,Health,2023-02-10,2024-10-16,4347.27,9cfa25a8-2bf5-449d-9408-af2cf62ff3fe
429,429,Health,2021-03-09,2029-01-28,2301.59,2e3456ad-16f7-4bd1-9022-00f478278d37
430,430,Home,2023-10-15,2028-12-28,3113.63,7f50eaf2-7540-4e18-bf2f-09153d5077d8
431,431,Home,2023-08-10,2024-10-27,3715.77,3aa6bb30-87ae-45cd-80de-73c60c61b28c
432,432,Health,2021-07-13,2025-11-15,1553.48,721a149d-9425-424b-98e4-16699338cc7a
433,433,Life,2024-03-25,2026-02-02,4998.18,9f986a55-a4de-42ab-a8cd-5e977e24f43d
434,434,Life,2022-07-04,2028-08-03,4307.5,45f92d1f-d15e-41ac-af51-4a8fe6f6d215
435,435,Health,2023-07-31,2024-10-18,3370.82,439fcd7b-4bb7-469c-b754-5b9f39205582
436,436,Health,2024-02-12,2029-04-28,3583.67,70b20e88-7769-4f0b-99f1-118c3070c845
437,437,Health,2019-10-03,2027-06-13,2486.42,b840ed53-75a0-4e58-aefd-dbcaa7871754
438,438,Life,2020-12-02,2028-04-27,2968.13,547f9cbc-ed58-4089-a6b4-44ab567e48db
439,439,Auto,2022-04-04,2027-03-17,2795.92,9b21bf0e-3661-4048-bac9-37c5dc68676d
440,440,Health,2022-11-21,2025-10-20,4947.16,06334452-163b-4640-b8b1-9b7bbc7b4bcd
441,441,Auto,2020-12-05,2027-02-05,1605.4,68945ea0-2d97-49e6-862b-6f77200704d3
442,442,Life,2023-07-21,2025-07-01,3454.09,84e6dd11-6024-4d0d-b7ee-86ab19bfba8d
443,443,Life,2023-02-08,2025-11-14,1872.79,0dc7d687-173a-4294-a668-ebee19595c1a
444,444,Health,2024-02-02,2025-03-20,2934.11,a6bf4d8f-3ae4-4cd3-aa54-96d96544c256
445,445,Home,2023-06-07,2025-01-09,4368.73,fa68f9a2-cb49-4662-b407-fbc92618dec4
446,446,Home,2021-04-16,2029-06-07,1360.72,d4fd464c-4a99-428f-8305-41b0b4e7f93a
447,447,Auto,2020-12-24,2025-11-27,4605.84,94982f30-6dfd-447d-992e-7eba6f38b2bf
448,448,Home,2020-04-08,2028-03-09,4419.96,7e4fed4c-8f9d-46c6-8da8-2c6ec09d7692
449,449,Health,2024-04-29,2026-12-24,1088.79,eb5fd672-5faa-4aa6-a79f-b67508d6020b
450,450,Auto,2023-08-29,2025-10-10,4857.86,060109f2-af5b-420d-8315-f1ac38f2fd97
451,451,Auto,2022-11-06,2028-04-24,3665.26,0fb63d18-367d-4d31-a4d4-99efabc083fb
452,452,Home,2020-05-21,2029-03-31,2605.28,ffd8c760-87d8-43ac-8f7c-e85aa20f2120
453,453,Home,2022-07-18,2025-09-02,4224.54,f3f13568-c0a4-4c7f-b32b-c3f9bcecd39e
454,454,Auto,2024-05-18,2027-06-27,3136.17,71c0b9e5-739c-4f08-8f12-86be5eeb3d3d
455,455,Auto,2023-08-26,2027-03-28,2894.65,add5f557-12da-47ae-87fb-1cd2f24b5461
456,456,Auto,2023-08-16,2024-08-20,3816.31,4f59caed-ad79-444d-9511-cb0fddf8cdba
457,457,Home,2024-01-22,2027-06-01,4844.09,c0b1c59d-17c2-450d-9329-2592b13825a4
458,458,Health,2019-10-27,2027-12-13,4329.23,5d4fdf73-a591-4369-ab93-e6ce045fdbfc
459,459,Life,2022-03-20,2027-11-09,2919.8,6b506844-b76e-4bd2-b37b-b51064071787
460,460,Life,2023-12-10,2025-05-25,4182.48,67ed14af-f7ec-428e-909f-f14ddc06b62a
461,461,Life,2021-11-29,2027-10-15,1559.18,1cdddb01-74c2-47cf-8555-1f5fd4803085
462,462,Home,2023-09-14,2027-04-17,1234.5,bcfa045c-c7dc-4007-b85e-a202035d96f8
463,463,Health,2023-12-29,2028-04-19,4115.25,883d965f-2528-4f76-857a-0810d81d8d4d
464,464,Auto,2019-11-07,2027-03-02,2422.05,997cb42d-b9a9-4c39-aa47-006d511b1db3
465,465,Health,2022-03-19,2029-05-30,1859.61,ea18d2f7-1389-4613-93e6-86e5181c8df1
466,466,Auto,2022-07-14,2028-01-08,4286.9,defead57-48fe-4744-bb2d-75746bfa968d
467,467,Auto,2023-04-09,2028-06-25,1898.57,91832bb7-db13-4c39-a6dd-8b10a4768abe
468,468,Auto,2021-11-21,2025-06-24,1901.9,3cde7bc6-e850-4973-8eab-ff0895f5c9cc
469,469,Life,2023-04-20,2026-01-17,4493.56,21e5773d-432d-405d-b55c-dc31a5646da3
470,470,Life,2022-02-23,2025-11-23,4895.21,fa0774e4-411a-46f9-8c20-2d68b14e9e76
471,471,Auto,2022-01-31,2024-12-23,1122.92,0ef619ed-4a9c-417d-933e-9dee82e206ce
472,472,Auto,2022-09-26,2027-07-30,2932.51,1b37d701-2c15-4b55-ad27-88c9e3ecb0b5
473,473,Auto,2021-06-01,2026-08-05,4918.63,05525452-3865-4b02-82dd-df20b311d273
474,474,Life,2022-05-24,2029-02-12,3890.9,ab6a8fff-a382-4458-8f32-9ad7b7ee4953
475,475,Home,2024-06-17,2026-03-09,2952.07,b3cfda8c-f22c-4f1f-b209-9ff533d651fe
476,476,Life,2021-08-29,2028-09-09,3809.45,07d721db-0049-404b-8a00-08c18909af61
477,477,Auto,2022-07-30,2026-05-28,2993.49,85a21de4-7ed1-41fe-9ae8-464d71bed6c1
478,478,Auto,2024-03-27,2028-01-26,2076.77,a6ea53ae-7dae-4f7c-86d7-ef10d89961b4
479,479,Life,2023-05-10,2029-05-14,1201.45,f7c2ebf7-26fa-45e3-84fd-1ac6892046d4
480,480,Health,2023-09-08,2028-07-20,2094.13,215c2524-58b4-49e0-a079-beaa89b35f03
481,481,Health,2021-05-16,2024-07-23,4399.08,b98c35af-a836-4448-9c83-df83f06b6a07
482,482,Life,2019-11-05,2025-01-17,3596.62,fdc1faf7-13bb-4920-b786-fb0d99098835
483,483,Life,2021-09-05,2027-06-27,2373.93,e1f8652f-58d0-479b-97dc-c0abda707072
484,484,Health,2020-08-29,2024-10-20,4956.08,40c736b2-9510-4ed9-bf11-5fae50910743
485,485,Auto,2023-05-14,2029-05-09,4347.83,858c1dfc-3369-42ec-ae40-2ef58525d82f
486,486,Life,2022-04-08,2025-11-10,3245.53,c7bb98a6-422b-4969-a1cb-fcfa0e2ac596
487,487,Home,2024-07-10,2026-02-23,4810.78,dc8ac9b2-2a1f-4f4f-a393-7930d0383eba
488,488,Life,2021-01-25,2025-10-31,1301.04,e865b9cd-01d9-4c7d-9354-5a0f09b707fe
489,489,Home,2022-04-04,2028-07-06,3270.78,3413b7f2-7b2d-4fd9-9366-1494c7ceb368
490,490,Home,2022-08-25,2028-09-07,2799.85,05b0c702-d4d1-4b52-9208-8182931514cb
491,491,Auto,2019-09-03,2025-10-07,3069.67,c04d168c-41d9-4efb-a231-df217177a788
492,492,Auto,2023-01-25,2028-12-13,2554.76,59fae0cb-e37e-4e1c-9e6f-87b003b75d8c
493,493,Health,2023-05-22,2025-01-03,3571.53,4f56a662-cbef-4336-aabc-041b2a00c1ad
494,494,Health,2023-06-05,2025-04-25,4273.07,9b45c0c1-8649-4302-aa73-5e7487be82d8
495,495,Home,2020-11-08,2026-08-29,3815.97,0b0ddde3-8e75-40ee-8a39-dd70d2166f2f
496,496,Life,2023-05-24,2027-09-25,4563.93,66f6fa2a-04af-4e53-ae36-c429f3708e67
497,497,Auto,2022-04-23,2024-10-25,2839.24,99734927-c597-47cf-85e6-afef84790a55
498,498,Home,2024-03-24,2024-11-28,2065.86,1ff86d9c-008d-4977-8e59-2d99e0b35d54
499,499,Auto,2021-05-22,2027-05-08,2604.17,35129d11-a68e-461e-96ce-96ac1ecaa757
500,500,Auto,2019-08-02,2027-10-19,3086.89,514909e2-8510-40a6-8728-7f45e888b730
501,501,Auto,2023-12-27,2027-04-28,3498.6,86f9a085-2820-4198-8483-645786c65fe2
502,502,Life,2020-06-24,2028-05-27,2840.1,c6178fd3-701c-483c-a53d-270dd655ef50
503,503,Auto,2021-08-02,2028-12-08,4192.87,251096af-fba7-4d66-a6fb-4d039a1cd9ac
504,504,Health,2022-05-02,2027-06-03,2490.67,738dad03-1e7e-4a16-b2ae-7653ec78503a
505,505,Life,2019-12-09,2026-08-23,4273.34,01583280-5b0b-4532-8a9a-da117b88d7c5
506,506,Health,2023-05-28,2026-12-10,4172.06,dd4edaeb-1983-4a6b-84b1-973ac89ab870
507,507,Health,2023-06-28,2025-03-05,4088.84,86aae424-0856-4001-86be-6711a8d1c14c
508,508,Life,2023-03-01,2027-08-21,3737.87,ec30acc4-9f6f-42ae-9ea7-6a12c09e6b8b
509,509,Auto,2021-07-19,2027-11-15,2730.93,dcea9c22-e1b0-4684-86bd-3f48eed953ea
510,510,Auto,2019-12-30,2028-02-26,2622.34,9e1e7141-fb28-4f53-85c1-87fb3e7431cf
511,511,Auto,2024-04-05,2025-01-30,3329.25,ce36b3d6-317f-4093-a3a0-a9b49a6cb038
512,512,Life,2022-02-09,2027-01-13,4924.5,bf933999-81c3-4632-b0ac-d0e5c5497599
513,513,Auto,2023-04-24,2027-02-22,2706.24,645a8383-0b38-4c12-88c3-3cd88531e91f
514,514,Home,2022-04-25,2026-12-24,2218.53,fdb5ea42-60e4-4dcb-8f38-74997490a739
515,515,Health,2021-01-16,2025-12-20,2934.77,d6418d30-1a99-4786-a5b2-ade529c8a94b
516,516,Auto,2019-08-05,2025-05-15,4545.13,9ef514f1-0210-41a9-a13a-ae1533fca803
517,517,Life,2023-06-14,2028-12-05,2516.65,b054ffe1-c507-4d21-9a66-eab7cdfd91ec
518,518,Life,2020-03-10,2028-06-20,1113.7,53161085-bd0d-471e-b494-97c2f51761e4
519,519,Auto,2019-07-25,2025-12-20,2997.59,6a6c6ffa-be45-4157-b752-2fedf6b421dc
520,520,Life,2021-05-14,2025-02-03,2770.3,6a898e25-a606-4c13-a41f-255803c6d5a9
