ClaimID,CustomerID,ClaimDate,ClaimAmount,ClaimStatus,claimid
683,26,2023-05-29,8751.93,Rejected,208d7193-9ea6-4266-b3de-94529843911c
684,1661,2023-05-14,8022.68,Rejected,5f36ee30-517b-4e27-83bd-711a6c154b34
685,864,2023-06-03,17483.41,Rejected,397bda50-c38e-49f7-b16f-107dcb1e2684
686,620,2023-10-27,11797.0,Pending,95294735-2be6-4bf6-b2e5-ea211aa7868d
687,952,2023-01-14,1930.49,Rejected,adfb8f13-1e05-4c60-bfe0-3161b8603d87
688,1523,2023-03-28,4008.08,Approved,939d88ad-ae5c-4764-8b14-ecdf63b158f1
689,493,2024-05-07,19618.81,Pending,d0229cf2-5396-4cfb-a002-8957299d4994
690,1707,2023-01-14,8285.45,Rejected,0db9fd11-b91b-4911-9e16-47d81934eb92
691,825,2023-10-31,11800.45,Rejected,77656c50-63a9-47ce-bfdb-1156146f4560
692,955,2022-09-09,12072.18,Rejected,98963270-9eb8-438e-84f8-6ab6ca98888d
693,960,2023-03-06,1605.86,Pending,481b3e55-938f-4497-a555-638a8995705c
694,2002,2022-09-22,717.47,Pending,47df8e6b-ff88-465f-9b12-b6ba9c7cb5e0
695,518,2023-01-22,10676.99,Approved,546fd6c8-11a2-49ec-bd2f-f2e8009c998b
696,512,2023-10-16,2774.47,Rejected,055b52c3-f06a-455a-8e66-08979fddb384
697,426,2023-05-10,8743.99,Pending,60aee03c-0644-419f-ac1e-5e0180a2df83
698,1972,2023-01-02,9308.5,Rejected,fc999013-8f11-44bb-b341-098a8a8d0b4a
699,284,2024-05-16,18339.74,Rejected,6587d042-a0a4-4181-90e4-cf163a2f423a
700,1531,2023-04-25,17254.58,Approved,4c79f34f-ee4b-4c8d-ab86-01efcfdbb8ec
701,1726,2022-09-22,15744.48,Rejected,777192b8-e9a2-4846-8c9d-756a59e54b9d
702,1261,2023-01-18,15314.79,Approved,a58bfc60-3519-4418-9f63-7a788e213dde
703,299,2022-11-15,11835.65,Approved,0341496b-81d1-4e67-9789-91ad173649fa
704,122,2023-04-28,15664.72,Approved,ff3c2fd9-b6cc-48e2-a99d-8b713606be63
705,702,2022-10-03,16825.96,Approved,9e9febd9-9a74-4621-a1cb-af45648595e0
706,1839,2023-09-06,7779.81,Pending,e012afcc-32b4-4514-a38b-785d86406c5d
707,1524,2023-02-06,11056.19,Rejected,a6c58ccd-a6a7-473c-8853-782e5eb65a11
708,1091,2023-09-08,13002.53,Pending,ae20171c-a246-4385-ae16-0bd40d9c1e1a
709,204,2022-09-22,15012.49,Rejected,04602544-8318-437d-be22-cad85d16071f
710,1292,2022-10-01,16135.59,Pending,24e17f88-7b0b-4bfe-a964-f3d0a1d5557f
711,608,2022-10-02,19114.56,Approved,7f8263aa-3db0-44ad-af37-cfcc9ea40dbb
712,1383,2023-02-28,15670.81,Approved,a18f8392-0658-4584-b908-4a4ed41cc2ec
713,266,2023-06-11,11581.39,Pending,7dc58ee7-eebc-43e9-99a8-a1ae924fa3be
714,702,2024-05-31,18365.85,Approved,3826f5c2-2b8d-4b12-8cf2-810d5379c1d8
715,700,2023-11-11,10121.33,Rejected,084f96b2-49fa-4e21-8a60-4bfb3ea1038e
716,1110,2023-06-04,9991.45,Approved,5d944fff-0fff-4f67-b33e-a7ddd8d17cee
717,1105,2023-01-12,9686.43,Pending,e3d1a112-0862-4f26-b3c4-201180bf672c
718,182,2022-07-30,9070.22,Approved,e37ee86c-55b1-4f6f-bc4c-65796717555b
719,1298,2024-06-01,2232.19,Rejected,c23827c8-3277-46ce-a077-87c28694022b
720,1234,2024-02-14,7017.62,Approved,1d11a740-ba07-4cd1-9383-0c9b6450f60d
721,472,2023-06-08,3176.92,Pending,3cd55498-449b-40fe-84e4-fa802a621077
722,1012,2024-01-15,10883.78,Pending,3765d53f-bc1f-4c90-b866-7e1d8d6db33f
723,284,2023-05-17,14451.87,Rejected,58c2980b-df01-49ca-bcf0-339e6c9afe00
724,1612,2024-05-06,10148.46,Pending,3e9b2d78-3a84-4324-8431-62a5f4ff47c9
725,931,2024-05-11,9482.78,Approved,36f60631-e8e2-4d9d-8482-7abae5e91299
726,1619,2022-10-15,16272.35,Approved,e9dba265-d574-4028-919b-4cabe487e008
727,278,2023-07-10,11825.08,Approved,8f6ca924-877a-4090-a2f5-4756433c8553
728,1075,2024-01-26,18307.95,Rejected,9f181907-fc2d-4264-b231-07f6f9eb5da4
729,1461,2023-06-29,17505.0,Approved,f856ef5e-a2a2-4152-ac03-1afe28e58b31
730,1156,2023-12-17,7104.6,Rejected,97596463-3dec-406b-bcea-275f0f882826
731,1767,2024-04-26,16245.58,Approved,a44f80bc-acc0-4c81-970e-4e94f92bfc26
732,1372,2024-02-16,7637.35,Pending,9a48a6ea-3c30-4b96-bb31-578cf4fd2836
733,754,2023-02-14,13813.6,Rejected,48f8aa52-41ba-4a50-858e-5a15c417a1a9
734,963,2024-04-26,11892.91,Rejected,c3c18d7d-4b6a-4148-b1c4-b0ef8c9130d4
735,1558,2022-10-06,6280.47,Rejected,b858ec83-078c-4335-a2fa-fc53def86d81
736,1214,2023-04-13,14138.44,Pending,335849d2-dd7f-4660-9a23-8f0ded5aed8f
737,859,2024-07-06,16383.12,Pending,84b1f5d9-b45e-42a9-a744-4fde99520b94
738,786,2023-09-08,16913.7,Pending,8af65aba-e8da-4d3a-bc01-1f9821a7a05d
739,312,2022-11-04,12805.38,Rejected,c2f475ab-08de-4ce6-8fd4-a06998bf1aa2
740,1090,2022-09-20,15417.35,Approved,3b131027-fe01-43b0-8874-0e0c54a15721
741,1151,2023-01-29,13184.78,Rejected,b8b8e61e-c37a-494a-beb9-107d104d0814
742,707,2023-06-19,16734.78,Pending,2bbdd06d-9531-4b7e-9127-1cb61a14285e
743,822,2022-09-18,7935.01,Pending,53434189-8b83-4264-871f-13798bf5a60d
744,374,2024-01-27,10343.22,Rejected,73282ad0-d446-4f8e-b0e6-aa05c27ae39d
745,1558,2022-10-21,9382.36,Pending,8a67533a-3255-4986-871e-fd0865b66849
746,1302,2023-08-10,11094.39,Rejected,0c9fcb08-bfc1-4888-ad76-2718463311d7
747,1028,2023-10-11,5945.18,Rejected,260042e5-4d0c-4344-9ed1-71c05050dcc5
748,1467,2023-09-22,3060.86,Pending,99672b60-e91c-422e-a159-1c22a65b79a4
749,999,2023-09-06,8054.78,Approved,5015c69d-e9c6-4c90-a9cc-f1655343f0af
750,1695,2023-06-15,18739.67,Pending,bf28495f-cfd5-49f5-9c80-8c8ad59ae2a7
751,1466,2022-09-09,17403.78,Rejected,f9e60a7f-bf66-472e-8e3f-3756512581a4
752,1346,2024-07-04,17111.65,Pending,22f9868b-2856-4c21-85a5-ee119d80b4eb
753,1763,2022-11-24,9174.48,Pending,6dc9baf2-1f9f-4c2b-97fd-4e85be79bab2
754,819,2024-01-23,9087.01,Rejected,47246957-f9b1-4914-8e12-4e0d03b0c16b
755,1081,2024-05-13,15858.96,Rejected,5096f17e-173b-4603-a5d2-8b3a72794e93
756,1582,2022-12-19,11942.34,Approved,11df508b-6c1d-45c6-aa25-92b76bb9f975
757,1072,2023-09-16,5004.52,Rejected,70a53840-4dce-49a9-84e1-2806978aa0f3
758,1269,2024-06-19,5506.6,Approved,2eaf7b31-7836-4222-b62a-efa9615f0dd9
759,1799,2022-11-17,7946.28,Rejected,3989d6ce-abae-4fb0-b829-402ae95fee25
760,735,2023-08-23,2443.63,Pending,4280d1a9-6cef-49e8-8b12-ff8dcd0cb853
761,962,2024-07-16,14902.35,Approved,5ba1f611-28ea-42b5-aafa-f75b836e5a67
762,49,2023-01-15,6130.29,Approved,be24eb2d-7365-4a0c-a596-2aadaabe8297
763,155,2022-12-13,4408.16,Rejected,88348dd5-35fb-4e37-92e7-2e0341e3879a
764,1097,2022-10-19,3790.46,Pending,88d0794d-356c-48b1-96b1-b31186620381
765,1530,2024-01-30,12820.57,Approved,484be49a-d0c7-434b-9287-afd6e1305570
766,1950,2023-02-15,19315.34,Approved,86d5ab12-d750-440e-ad99-dcaeede9580e
767,1548,2023-05-23,7346.97,Pending,04bc4474-ba39-49de-a499-f4af17c84364
768,1260,2024-05-26,18445.67,Pending,2ad74746-a119-4d55-8648-af0f312ebefa
769,53,2024-03-14,14070.23,Approved,dafcf2c6-5b6d-4b56-ba4f-4109f04f1af0
770,1745,2024-02-08,12437.01,Rejected,90ef002a-73c1-48a3-a003-045fc3595656
771,802,2023-05-30,11425.18,Pending,47f981ec-59ba-4ba9-a513-1275a024c37d
772,1478,2022-11-03,15115.07,Approved,9582297b-c7a2-4101-8f1e-b86789c323c1
773,30,2024-04-15,7314.2,Rejected,663071b1-b390-498a-a41d-84db4b53b253
774,1943,2024-03-20,17731.47,Rejected,d0d9b2c3-7eda-4d54-bc4b-a0056addc687
775,1827,2022-09-01,13346.78,Rejected,c721c6ff-9bae-41b6-8dda-e7ee201ad749
776,60,2022-08-16,14551.92,Rejected,984ef558-ef57-4a30-9245-ee0f4319edb3
777,336,2023-01-05,6695.53,Pending,01a98cbb-bf93-4b92-addd-c08234ded47f
778,1822,2023-10-13,2631.8,Rejected,48335269-a7ab-4eca-a7a5-bff7e9dcb3ad
779,29,2022-10-03,11496.46,Rejected,5e0e83ae-8a77-4be8-adc5-48bb0a93f4cb
780,1608,2022-07-22,12446.76,Pending,da0278f3-fbae-4991-afe6-b34ad2199cd9
781,159,2024-04-08,15912.26,Rejected,f2334cb3-fcc1-4f0f-918a-a74938c9f29b
782,1526,2023-05-17,7168.51,Approved,5cb9fca3-8e15-49f7-997f-ab19eab22eeb
783,1308,2024-05-21,4025.74,Rejected,073dd2ba-9420-4d58-be08-69eea4a67bc9
784,975,2023-01-08,19052.1,Pending,4fd2b435-35de-4a9d-a97d-ec88e7211ac1
785,284,2024-03-14,1574.84,Rejected,fe87d152-79e0-4839-aebf-f5b6c61b77cb
786,508,2023-02-19,11025.8,Approved,39f33d5c-e359-4b97-a616-e3fba372b1dd
787,1493,2024-03-10,1452.9,Rejected,815eb4cd-cf01-44b6-addb-c8dedacd407d
788,1408,2024-04-26,13462.14,Rejected,c2cc1567-bea4-4e35-b4ba-c20545d739c0
789,293,2023-04-01,11969.42,Approved,e71db2b7-5322-47c2-8aba-89953940dadb
790,407,2024-03-08,19495.42,Pending,08c7d1e8-04a0-41a1-a33d-360958e31c5e
791,1145,2022-12-31,17850.6,Approved,9005bf92-6bf2-46aa-a176-f853755b779e
792,1589,2023-03-29,2088.64,Approved,5b359953-0590-4a8e-bb50-6a6706af50d1
793,502,2022-08-14,12389.84,Rejected,0efa27a3-f221-4970-862b-52e3e14d8e4f
794,636,2023-10-08,3953.2,Rejected,eb8e2928-f731-49c9-b119-d4ddc715b665
795,1563,2023-04-26,14885.42,Approved,763d00ef-5901-4a11-9bbb-d3570e8de5b5
796,1795,2023-10-13,4720.88,Rejected,fac6ebdd-c0ba-48ac-80ff-a4eb92c7098f
797,135,2024-02-18,1954.59,Rejected,5f949c6f-bf08-483c-b0a7-a78337b0a102
798,160,2024-03-19,16104.97,Approved,5c7fdd90-fec4-4220-8997-63d677b3fdcc
799,426,2023-08-18,17039.89,Pending,e6defbad-d421-4260-ad53-56a428e500e5
800,231,2023-04-17,7485.93,Pending,00d29e82-b4f7-4aa0-98cc-4fc38b677f9e
801,1320,2024-05-03,1630.64,Pending,bd1872d4-15c5-4796-a212-2f572c237995
802,373,2023-12-23,19014.72,Approved,06dbdb2b-9e04-4df8-9080-b8665fd140dc
803,511,2023-05-16,10097.39,Approved,5a8b849e-af4a-42ea-a11d-045948940608
804,1930,2024-06-22,12785.81,Approved,cfeaac2e-1ee7-4460-b30a-389be96fc7aa
805,1055,2024-07-07,16371.2,Approved,d0c47e23-e3ae-4cdb-a4ea-7dc3969b3ad6
806,1801,2024-01-18,4822.84,Pending,32bf4664-d490-4602-909d-cb055967de6f
807,1386,2024-04-03,12384.1,Approved,bcf0f8c5-b1ad-47fe-be99-5d95e6a82920
808,111,2022-12-26,14821.14,Approved,4fef8fc5-beb7-40fb-b896-028d7386b93d
809,4,2024-03-10,15898.73,Rejected,67579836-afdc-42fa-b888-ae956733a2d5
810,742,2024-06-01,7215.35,Approved,e7221acf-c188-4564-a309-a74fd4a7a586
811,692,2023-09-07,13879.63,Pending,da93d76f-dca6-4082-9b4d-17e0e4341ba9
812,382,2023-04-08,5390.57,Rejected,398f2b5f-7126-4771-b200-17ce3915cdee
813,1087,2023-04-17,6520.84,Pending,14c88f9e-b5a9-4f49-a1e3-117ae8d08b93
814,676,2023-09-01,16412.44,Rejected,48f0d6a7-af95-49b9-a766-fc441952301c
815,416,2023-12-25,16258.08,Approved,ff2b4fa3-73ba-434f-954b-eea931eb0109
816,770,2024-06-25,17853.85,Pending,e7ace620-4287-4c9e-911c-75f0b8be3439
817,1418,2023-09-20,18535.05,Approved,bca66931-5b63-458e-8543-e6b5d6a8377f
818,152,2023-02-23,12672.84,Approved,5a02c6b0-cd3e-4736-9ad8-cdf3680d525a
819,831,2024-03-24,15427.62,Rejected,a7ad00e1-05cd-4dcc-a235-6364bb7188b0
820,1040,2022-09-20,2318.7,Rejected,c3227b4d-6fd1-466f-98b6-4e1ca867315f
821,84,2023-07-12,18895.74,Pending,9e57b5b0-56ec-4a58-874e-a951daa6b904
822,140,2022-09-08,11519.13,Approved,f8b5bd91-1263-4763-8bda-62d73fef2ed1
823,1401,2023-09-30,10045.11,Pending,34fadd80-7552-450c-b1c2-97200cf2acd1
824,1673,2023-04-25,1622.63,Pending,8057cad8-f142-4edc-9653-e06d3f003bbe
825,1328,2024-05-29,6226.33,Pending,c09aad16-8549-4668-a770-79a25e2f69f9
826,170,2022-09-12,4492.33,Approved,e12b786d-34c1-45e5-9c0d-89d024de11a9
827,1291,2024-02-13,12797.04,Rejected,cb469c6d-3826-4ad3-9ec4-1af3e9fbf22e
828,1217,2023-06-21,6971.61,Rejected,3e0f1395-f8af-4045-9af9-4a96f2070887
829,716,2023-08-10,5370.43,Pending,d8256034-341d-4431-9f0b-e52f1481c443
830,1274,2024-03-10,17799.14,Rejected,a27df77b-6f60-49d3-b670-1840e934e54e
831,630,2024-06-28,16510.08,Pending,b528435d-40ac-440d-996e-5075bf9ab7ef
832,933,2024-05-05,2273.99,Approved,e12a4a2a-74a8-403c-875a-015888aa59de
833,761,2024-04-24,10872.45,Rejected,0583d316-3c07-44e0-938d-b23b4169eda7
834,211,2024-03-23,4906.06,Pending,b2e219d6-da5f-469c-bc83-dd264778b74a
835,556,2024-05-12,8854.18,Approved,12b27e6a-471e-4149-9410-04af33afaa3d
836,1385,2022-09-19,6491.29,Rejected,f3c1e23f-7ab9-44ec-9b84-bc02a550fb37
837,1530,2023-12-13,14702.63,Approved,186e45e8-20a0-4627-9cb4-8249dd32f019
838,1686,2023-09-04,4011.68,Pending,c8728690-8101-4291-b510-fe1004fb3058
839,1845,2022-08-02,15658.68,Rejected,a9508ffc-44f4-42d2-ab5a-186ad34f8dde
840,134,2023-05-12,19579.54,Pending,665742e1-5565-4729-9d36-7510ebf37c37
841,155,2023-09-22,5455.96,Pending,53a78519-fc72-4635-8517-95d8f7e4b7e7
842,425,2023-05-08,18024.12,Approved,c3181753-2402-434e-b598-35eab06a9c24
843,965,2022-08-17,5126.26,Approved,bd35d8f3-9b17-451e-ba41-d30c0ff6de32
844,153,2024-05-03,8221.77,Pending,ec874326-a9f2-4218-8dce-a8571623f9de
845,893,2023-05-03,18665.38,Approved,d6751164-5be0-4fe7-a1d2-f45f7fccd000
846,1014,2024-05-23,11559.19,Approved,20417fd3-cc19-40af-8ca8-b63df6129e3b
847,609,2023-07-08,13940.47,Pending,56b84df3-2dbb-490c-8606-caf99b73e301
848,1671,2022-08-15,12173.94,Rejected,8e536c6a-7250-43bf-9d9a-38e2f1527349
849,1693,2022-11-05,18563.05,Rejected,fb59f032-b8fd-497b-a93a-42f95fec8c87
850,978,2023-09-09,6305.48,Pending,55426424-f2f7-4669-9788-3d82a4f7f303
851,282,2023-12-08,19535.05,Approved,0fc868a4-9a30-4193-a139-66c2ca13bba8
852,885,2023-09-14,761.87,Pending,c58b3bbf-5f4a-4b89-a28b-b760941529a2
853,141,2023-08-04,526.12,Approved,b202ffad-0acd-4b7b-9d60-80e4ffe57e0b
854,1658,2023-01-23,10103.93,Pending,12de86a2-d169-4bbd-9479-fb2acf5dd1bf
855,1678,2023-03-31,16795.09,Rejected,edab51ca-7450-4856-a9a5-f1b6262eec36
856,11,2024-05-27,12545.61,Pending,dce53fe0-90e2-41b8-ba8b-010c0c6d5cc6
857,641,2023-10-01,9747.38,Pending,d66398f0-449a-456b-9433-6e672ab571e9
858,6,2024-01-01,9463.35,Pending,590e46fd-dd88-4fee-8b0d-9fdabb792167
859,1022,2023-06-26,14424.36,Pending,ab8f4c1e-54c7-4e93-9016-a641eded9e38
860,1519,2022-07-31,2166.83,Pending,75fe0ede-db74-475a-a4e5-7481ba6f2934
861,555,2024-01-10,2786.96,Rejected,ed330889-1e86-4371-b7d2-85fe04f876a9
862,1603,2023-07-23,4820.42,Pending,db17e399-09f7-46ac-9e0f-379a6bebfcf0
863,1971,2023-04-26,12641.71,Rejected,941a2ab7-7f11-43d2-9ed7-9e7bae6dcf35
864,1089,2022-10-27,16118.63,Rejected,0c49b655-ad52-40df-994b-2a166231f0d8
865,755,2023-05-15,14105.56,Pending,680adb88-a4b4-4314-9af1-8871df2ac139
866,1919,2023-09-24,11657.29,Approved,f5b83bea-cea1-45ec-9bfa-b5903650b7e7
867,1278,2022-08-06,3898.76,Pending,1eba07db-d3f5-4c9f-8beb-355d6edc3479
868,1966,2023-11-08,7668.14,Pending,752605cb-7fb3-4914-9575-a500687158d4
869,1661,2024-02-01,18609.67,Pending,29c90340-5a40-41de-abee-300cce00eb2d
870,1014,2023-04-21,4928.13,Approved,a1135db6-9511-444e-be01-22e930b92716
871,720,2024-01-10,5082.89,Pending,3395d61f-85b8-4ac5-bc9a-71b954079285
872,1009,2023-07-19,4898.34,Approved,6011254e-82ae-4a5a-871d-b5ee2de87696
873,1258,2023-11-11,8438.19,Approved,988938c5-6cd7-4450-8b1d-6152814660aa
874,1998,2024-06-08,16102.3,Approved,001c680e-f6a4-4c6c-a483-2e54e23b825b
875,409,2022-10-19,17176.61,Rejected,fbe7008b-13ac-4ea8-b373-19766d7d3dd7
876,779,2023-02-26,15984.02,Rejected,525b6748-ee3e-4dc6-b299-88a70ccbb000
877,1956,2023-09-07,3268.76,Pending,312f235a-1a12-4ead-9291-9dd8fdbf2e4e
878,191,2023-09-29,18620.61,Approved,dca27c45-aa93-43ad-833a-88eb9cec09c4
879,232,2024-01-18,5637.11,Approved,c2086ea5-04c5-4e38-9010-0eec877ee415
880,262,2024-07-05,12463.27,Pending,80365b23-250e-4331-b467-94faa0856f71
881,119,2023-11-06,4701.46,Approved,50e014ba-8752-4fa0-b056-7567dcf30978
882,689,2023-11-17,17509.85,Pending,9e6be214-c639-4ee6-acab-770f40295b99
883,1700,2023-11-04,13285.89,Approved,0d14a071-b3f5-45b8-8f7a-fc4de19b45de
884,1366,2023-04-03,11344.11,Pending,fadcb71c-94ab-40dd-bde9-7ea44d1cd2ab
885,732,2023-01-08,10086.43,Approved,e4ec2297-520e-4740-9262-e1ffe97bf954
886,1321,2024-03-18,10238.17,Pending,71016767-85aa-4169-815f-891aecb03072
887,1749,2022-09-21,6481.73,Pending,e038aaeb-08a0-47ec-92a8-7f43a1caf29e
888,1342,2023-03-20,17841.53,Rejected,da19aa77-047f-485f-b47c-30cefbfa5556
889,1658,2023-03-27,6363.76,Approved,b4d774a4-9ab6-4cac-992e-b17a8f1bdb1b
890,86,2023-07-28,17952.74,Approved,7b325d7d-9541-4bdb-98d7-ce67f2653fbf
891,1068,2024-07-16,5852.86,Rejected,f23eda29-1d4a-4fa2-ac03-ce199704b720
892,1242,2023-07-10,14666.79,Approved,5c2b6746-a109-43f1-86a0-ef59aa07fccc
893,1279,2023-08-31,3120.22,Pending,09d5150e-635f-401e-86f8-6ed5805c24d5
894,836,2022-08-10,5734.65,Pending,c6faf247-cd4d-439a-98d1-02464566144a
895,187,2022-08-25,682.59,Rejected,29017471-120c-41c5-9a05-c8a1323f5ed0
896,1661,2022-11-27,18873.12,Pending,8b4eb733-a01e-4402-866d-8e4c24e18842
897,1056,2023-10-11,16666.38,Rejected,02fe3ee9-d0aa-4363-bb9f-264f770a06e9
898,801,2024-05-18,2527.46,Rejected,137d2901-161b-408e-84b6-e90b43f96b0d
899,1447,2023-08-11,7964.5,Rejected,03629c40-8ae8-4bdf-b9ed-09360e2653ce
900,1300,2023-05-09,14947.34,Approved,862aa95e-5980-4672-9cb8-1e08d84bbbd6
901,54,2023-09-18,9051.1,Approved,11c1669d-e9ad-4675-a2ca-9e64853047f5
902,849,2023-12-27,14682.19,Pending,f0ba955b-38df-45f8-8926-eabba9e9f7d7
903,929,2024-03-11,7696.77,Approved,8cab1fa6-6b6e-4842-be5c-2e2ed9f195ea
904,1192,2023-10-10,10554.14,Pending,ced7a6b1-a1d9-4856-8fec-9dd9abf3633f
905,94,2023-02-27,2239.21,Pending,f03474f5-8f4e-43a1-9e13-f8536f498ebb
906,1727,2023-09-28,5588.09,Rejected,8906e2db-2685-40fd-bd5a-42140c6f4254
907,1378,2023-11-14,6009.35,Approved,13badca0-26c8-420d-9a91-d514ad3fbd0b
908,1708,2022-12-17,6662.2,Approved,248a73d8-4379-4585-8e55-0ac8178366a1
909,1686,2024-01-25,18208.85,Approved,b860099d-5b3e-4754-859a-693fcaff45c5
910,1499,2024-02-02,4417.3,Rejected,cd6c0ce3-302c-4d6a-a217-baa10706b715
911,1418,2024-02-07,11553.63,Pending,c7cbf872-7bd0-41a4-991b-31b7a4779a89
912,1802,2024-04-17,18581.19,Approved,e9b4727d-f3e5-4dac-b2c7-0678a96baa53
913,1184,2023-03-27,3104.17,Pending,f5e734cd-f8ef-4c4a-9a1e-c0b9c2dff29e
914,1114,2022-11-09,16094.46,Rejected,7f62e213-9688-46a5-80c0-fd1ec485f689
915,682,2023-12-05,15461.34,Rejected,efdbf2a2-5e6e-4ad7-96fe-2c9c506c979f
916,205,2022-08-02,19781.13,Approved,20fddc01-de89-4600-8e3d-7ca1e13734d8
917,1022,2023-05-08,13136.24,Approved,35bf3c3f-7e9f-4dd5-b8d5-392bb392b9ab
918,360,2023-03-10,15956.87,Approved,0737f2f8-b379-4469-88d9-7d898396d0b9
919,1602,2022-09-03,16682.3,Pending,f668ab7d-f8a3-4591-b2e0-bb843f695c01
920,443,2023-11-02,9239.27,Approved,5b9cf400-71d2-4a84-8cae-a333e2301522
921,1810,2023-04-19,3147.43,Approved,ad4102e3-2938-4c67-8aee-c7d164851f92
922,168,2024-04-05,2123.58,Pending,97da8c85-1e91-4022-a3af-00936e07c103
923,1025,2022-11-14,6979.68,Rejected,44dec88c-2b8a-4e0d-8a0c-93795d1bb16b
924,613,2023-04-07,1442.67,Approved,01b2b855-dd02-4c73-b3a0-f8c11feb8046
925,1579,2023-12-20,17436.39,Approved,aa50c684-6f75-419f-a392-786ce4a66ed7
926,19,2023-08-26,15354.34,Approved,3ffd0744-22d8-4e01-88e3-e09098ce69bc
927,1107,2023-07-05,3309.81,Rejected,f7181959-11d8-44d8-9385-7f6ead3ae0b1
928,1200,2023-02-21,11920.05,Pending,d6914e38-3bd6-4081-9c28-fe0cf9a1e276
929,318,2023-04-28,1215.2,Pending,d390301e-c6e0-411c-8f81-52e197be9d25
930,1856,2022-12-04,4404.99,Approved,18a48fcb-f639-4576-909c-3f99852f1099
931,412,2023-06-02,10576.32,Rejected,41782e01-23a1-4ee2-bb90-fdc86f7a2f7c
932,124,2023-03-10,14820.92,Rejected,3fd58db7-09e0-4839-a90d-75f2838644b7
933,1060,2022-08-12,4527.24,Pending,1bb3ab37-2b16-48c7-89d5-e501d654c091
934,1633,2024-03-17,9898.64,Approved,fb7fd4c5-713f-45f8-ba10-d68009ad437f
935,840,2023-05-07,14165.46,Pending,d10b636e-3d8b-4361-a642-614b1a3e5763
936,709,2022-09-02,12438.43,Approved,59034bb8-58c1-4fd5-b95c-11aee2bf8af4
937,1737,2024-03-21,5392.22,Rejected,a461da93-00cf-4a65-91f7-43296cc71d0c
938,237,2023-10-03,10189.45,Approved,fb4ddf69-b5dc-40b0-864c-ebcbb8afd027
939,452,2023-08-03,4736.56,Pending,a609ab1a-b57d-46e3-a1a4-3b9c6b8c8df9
940,913,2022-11-17,6026.33,Pending,674390e0-8c97-43c4-9abb-1e2c237473b3
941,96,2022-08-04,15702.2,Pending,a49ae4c4-1a67-4820-92f5-6708f48ba3c6
942,1268,2023-10-25,1341.01,Approved,8816affb-e3d6-4a06-b902-5e7ac3249b0d
943,382,2023-12-25,7595.24,Rejected,1b2dc5d2-1bae-462d-b644-ad477dc3ac0d
944,953,2023-09-02,8717.16,Rejected,28738f8e-f555-4eb0-942c-56b829026008
945,652,2023-09-16,2704.4,Approved,bdf450e3-1bc6-4014-b99e-c2ed45cac509
946,1297,2024-06-16,11898.7,Rejected,bb407923-3725-4576-8ed5-3a6623c171f3
947,1054,2024-02-16,14947.1,Rejected,54313034-559f-4b13-9763-67cbd3dca952
948,1493,2023-09-20,11278.89,Pending,99f572b8-df19-4bb0-bbce-61f4924d79e9
949,478,2023-01-18,4645.57,Pending,bac548e5-b135-4819-9a54-3a752c3dcdb3
950,466,2022-11-09,8648.72,Approved,5a6dedc9-5e07-4e84-a662-0cbce99efc30
951,1902,2023-03-31,3980.45,Approved,3b47223f-0052-4a98-8540-ae0244b2997d
952,1551,2024-06-09,11899.61,Pending,ab27717d-88eb-4170-8f9c-ab4fa2d02383
953,242,2024-04-27,11452.0,Approved,c3df0d7d-780a-4fb8-b80b-47b87ef151d9
954,212,2022-09-03,18531.52,Approved,4049034f-e79b-40c7-80f7-0afb7cc86a51
955,49,2022-10-24,3717.42,Approved,49591460-931f-41b3-9ac0-b826d1a32fec
956,1894,2024-07-04,14681.27,Pending,35606a12-9dbc-498c-a3d7-39b78ca29e8b
957,1266,2022-08-11,18034.51,Approved,8ab6eb7d-4e2c-4a24-bf91-9b63e929fb61
958,917,2023-12-30,3508.2,Rejected,99353983-a1a1-4745-acbf-3c5d74678fef
959,1180,2023-01-09,18863.08,Approved,2de0f564-e497-4962-bda9-2352bf0aa5b8
960,1055,2023-01-31,14621.59,Approved,65139e27-b2bc-412c-b804-64f7c360ef7a
961,390,2023-05-03,8187.92,Pending,96c9cddb-a35c-4e2f-88c1-d7252756d8de
962,604,2022-12-13,17699.11,Rejected,01c09f05-3659-47e8-b151-a021fa675a56
963,25,2023-02-28,1384.98,Approved,4d60b470-c234-4a5f-88f6-5acadd1a7d74
964,267,2023-09-10,15636.94,Pending,7e1b2c5b-19cb-495c-80e6-89efe837b54c
965,1416,2023-09-07,11927.66,Approved,56a5247d-b808-4a0f-b0dc-a3ba1c10c955
966,857,2024-01-13,7857.93,Approved,4e6e563d-d155-4ae8-8692-49699d890610
967,1867,2023-10-02,17832.66,Pending,a522a1bb-6d55-4585-84fb-fe5bd5aa9c5b
968,655,2023-01-18,8216.02,Approved,16f97f9f-9378-40b7-ba1e-e35d01af4602
969,297,2022-10-21,13007.13,Rejected,57924d35-b0fc-41ff-8424-8252615835c8
970,667,2023-07-26,4748.28,Rejected,6fae7042-3480-4338-9462-b0558e9817dc
971,105,2023-12-10,19790.84,Rejected,26844b8d-4066-4419-bc23-f264b9198e46
972,79,2023-03-12,14805.87,Pending,8dba7e06-8305-478b-96d1-ea3e51a04cbb
973,1155,2023-01-17,17193.42,Pending,4f4c62d4-828a-4ca8-93a8-8d5d8063f508
974,1773,2023-01-31,13321.92,Approved,f2e135c4-7198-4903-b690-994b6a55b1fc
