InteractionID,CustomerID,InteractionDate,InteractionType,InteractionOutcome,interactionid
1207,1918,2023-08-08,Visit,Unresolved,08b291ec-5f84-433b-9468-0b8ad275d35a
1208,1609,2023-10-17,Email,Resolved,db01bacc-3757-410b-ab88-600b78ffe06a
1209,1542,2023-12-23,Visit,Resolved,d4ce50f9-9065-476e-9efc-669830edb8bc
1210,700,2023-11-16,Email,Unresolved,08bba1d6-adac-4da6-8ea9-b19d284ba004
1211,1848,2023-12-18,Email,Resolved,73f22ad6-4253-494e-8e9f-34ba79063166
1212,883,2023-12-12,Email,Resolved,517df062-ffc1-4c95-a103-858b14c7c3bb
1213,120,2023-12-12,Visit,Resolved,66c6fd6b-8757-42e2-97d6-9158c6e61daf
1214,1026,2024-04-06,Visit,Resolved,335d22f5-14ef-4b16-abb0-98dc5ee6331d
1215,50,2024-06-13,Call,Unresolved,e63c4222-e895-4517-975c-d6cc4ef6a8bd
1216,1510,2024-04-09,Email,Unresolved,bb63e9a2-cad2-4e7d-96a4-088e6e365006
1217,1410,2023-12-09,Visit,Unresolved,f2351376-192c-4773-9f9a-66302b8c16b7
1218,79,2023-10-23,Visit,Unresolved,c1e7a62b-b5ac-40a0-b2f8-69bd4dbb0f24
1219,1101,2023-08-19,Email,Unresolved,087e94a0-9e89-4f91-8b99-b21c89e36a9f
1220,1046,2023-10-15,Visit,Unresolved,4b3a1eb3-f4b4-4a86-b6d4-b9e44f86d27a
1221,1544,2023-08-22,Call,Resolved,2a4b7699-c1c1-4dfb-8b51-d6fcfd41c332
1222,496,2024-01-10,Email,Unresolved,766c1e54-ad2f-42f0-85b1-82141dfdf831
1223,1072,2024-07-07,Visit,Resolved,5f22464f-1dd1-441c-a7b8-6f215c53ce37
1224,581,2024-06-18,Visit,Resolved,0d2b6898-6733-4871-bad7-ddbcf5e37832
1225,1082,2023-07-27,Email,Unresolved,153c01c8-7ec8-4b76-9439-59f8b327c33d
1226,1610,2024-03-19,Email,Resolved,ffb352a0-1888-40de-8bda-551087600e49
1227,270,2024-05-24,Call,Unresolved,f266d1fa-d5dc-41ee-b36e-18de0b62b0e5
1228,1895,2023-09-25,Visit,Unresolved,25c6fda2-ff9b-4a4a-8329-e1142b8d7749
1229,962,2023-10-04,Email,Resolved,2d502728-ca2f-4b2a-b24e-174ce0c05dab
1230,711,2023-10-29,Email,Unresolved,ca6eea30-a0d1-46e3-91dc-0fa54d131f70
1231,644,2023-08-20,Visit,Unresolved,8d61e6d0-eedd-4f8d-b4f1-a45ca0ee0bae
1232,1769,2023-11-26,Visit,Resolved,ba539f1c-202b-4cc2-b8ae-dba343ffe87e
1233,589,2023-08-01,Email,Unresolved,30204a77-c0f3-491a-8ccb-25bb0f82b14a
1234,36,2023-10-26,Email,Unresolved,48c5c226-c15e-4620-a671-21273d3d045f
1235,1621,2023-12-12,Email,Unresolved,8f42ccca-71fe-409f-b3ab-4a171da7561d
1236,1774,2023-11-27,Email,Resolved,0b07c28c-71a7-4c69-b22c-ac7952f9a2bc
1237,1590,2023-10-31,Call,Unresolved,bea39dc9-9450-443a-93a8-7595e11e5b41
1238,1488,2023-12-31,Call,Resolved,f5a5568d-3613-4b75-9212-6378766f0688
1239,4,2023-08-10,Visit,Unresolved,3b611395-7c8f-4061-b3bd-fe0d4c11c717
1240,890,2023-11-28,Call,Unresolved,61137134-8ae7-4ada-8469-d8849a192289
1241,859,2023-10-12,Call,Unresolved,457a08f8-be9f-4211-a9c0-01731c8c32b2
1242,1578,2023-09-12,Call,Resolved,09365170-79d2-431f-bb1f-501ab0c42cbd
1243,279,2024-01-08,Email,Resolved,38a6d4e8-ea3e-4e62-b941-3642c5c1038e
1244,1495,2023-09-24,Call,Resolved,03992ab7-0c48-4265-990e-c98bcd915906
1245,933,2023-09-04,Visit,Resolved,d3c31f0d-c707-4e21-8085-30216337d561
1246,1862,2023-07-29,Visit,Resolved,9b9a9426-d39f-4fe0-b100-dfa965af420e
1247,1961,2023-07-28,Call,Resolved,95000340-bf6e-454a-ab07-8d1c90ba5524
1248,1074,2024-05-28,Email,Unresolved,a08f86fb-51b6-4112-812f-ac184c36d970
1249,1076,2024-01-07,Email,Unresolved,51c874dc-edf3-4b07-a09e-244ad4255b1e
1250,1575,2024-07-01,Email,Resolved,cde20a40-b3a9-4f98-a336-1517dfad5077
1251,779,2024-03-30,Call,Resolved,1b624f81-31b6-4955-823b-559d94d9a625
1252,1149,2023-10-11,Call,Resolved,1eaa0d70-e1e5-4903-951b-70f9afe31e86
1253,1740,2024-06-18,Call,Unresolved,aea2c8c9-a5ad-4595-9b3d-1e936c5711ec
1254,1832,2023-07-21,Email,Unresolved,c3dac35a-4f81-447e-8f25-2dd627bb8997
1255,1884,2023-10-12,Call,Unresolved,5385fea1-9423-4da9-945a-e9c044f36679
1256,1274,2023-08-18,Visit,Unresolved,53c27469-c004-4609-9f8d-3cd2f35682d1
1257,172,2023-09-28,Call,Resolved,aceef99b-1e20-43a2-ba0d-d251c67fe147
1258,1468,2023-09-16,Email,Unresolved,d8c188ae-5f35-4777-91df-7e05bf4a2603
1259,520,2023-10-23,Call,Resolved,4893f8a6-fe25-4b07-9b7e-c9171286cac2
1260,1175,2024-06-05,Email,Unresolved,da08b1c2-1f17-4b01-8992-be8cc8b7fb75
1261,1457,2023-11-07,Visit,Resolved,549070d6-3b24-47d6-9c98-b8b21803cabf
1262,1856,2024-05-19,Email,Resolved,25166add-239e-419c-85ec-e240768406c1
1263,341,2023-10-24,Visit,Resolved,1b628dbf-16c3-4bd2-9be5-2a837afba957
1264,1373,2023-12-12,Visit,Resolved,6a44d7f6-5c3f-4f5b-bf69-62f496334529
1265,1800,2023-11-17,Email,Resolved,a5638d58-0c72-452b-94a2-2d57be326c2d
1266,1085,2023-09-13,Call,Resolved,f94bc2b9-326e-454c-98cb-acd0b6804cd6
1267,378,2023-10-25,Call,Resolved,4d7bbbd4-5317-4304-bd03-a4ed7ef12326
1268,1369,2024-03-10,Email,Resolved,50b9bf11-daa2-4f0d-8e64-51ed479a8d8f
1269,7,2023-10-20,Call,Unresolved,5e26417d-2b8e-4b07-a458-66c0b7268b74
1270,173,2024-01-15,Email,Unresolved,2c5fb60e-5f5a-4ffd-98b1-8687b7e64f14
1271,131,2024-05-28,Email,Resolved,53998ab3-0310-4a4a-b091-7e689d5663ae
1272,1698,2023-11-29,Visit,Unresolved,ded78ceb-eaab-4967-befa-07ce905395cd
1273,1207,2024-06-04,Email,Resolved,16d057b4-ab65-413a-bdd5-65ebbc8db575
1274,272,2024-01-10,Call,Unresolved,ff961ad9-a2d4-43cc-b97e-eb907506fb07
1275,69,2024-04-07,Email,Unresolved,646dea9e-8b27-430d-9437-1dace85f2374
1276,615,2023-12-09,Call,Unresolved,85d10b42-76be-4107-af6c-83e584c53201
1277,156,2024-05-24,Call,Unresolved,8582a6db-821f-48c1-a0a1-baa35086f60a
1278,861,2023-11-13,Call,Unresolved,ae536a4e-d99e-4c37-9a77-ca397df340fd
1279,1129,2024-02-27,Visit,Unresolved,7a863899-c2b2-4723-9e8a-965640e14b35
1280,1588,2023-08-11,Email,Unresolved,e51147d6-84bd-4846-ae6a-f67d715ee1af
1281,941,2023-09-20,Call,Resolved,41bb176d-5ce5-4bf5-8b1d-6cc15d1c7a65
1282,1243,2023-07-25,Call,Unresolved,b0786468-9ef9-4da9-a662-0adb85f3ed20
1283,1821,2023-12-03,Email,Unresolved,7aabc120-3a32-4ee8-9db1-7d7b334bae2d
1284,411,2024-03-26,Email,Resolved,431e1a20-8bf7-49f1-b247-20d21fff88ac
1285,1086,2023-09-24,Visit,Resolved,3696f520-8de9-46e8-a075-8bf9e0da0ecb
1286,1799,2023-08-28,Email,Resolved,bcdcefbd-a251-4bdb-b9c7-cb30d1736fa7
1287,41,2024-06-07,Call,Unresolved,007ca106-f8b8-4bea-affe-c3baa4d907d5
1288,1951,2023-09-19,Email,Resolved,53d3b7a7-ad73-4055-a0ff-3c398b004ca2
1289,1869,2024-04-16,Visit,Unresolved,6dbc7a68-fdc3-4024-8986-4cc65b5e9467
1290,759,2024-06-28,Email,Resolved,239ff88b-52ab-43d3-a265-6dca27314a5c
1291,528,2024-05-23,Visit,Resolved,433cceb9-0350-482d-b991-b5fe0e8b06ad
1292,1722,2023-11-25,Call,Resolved,640999dc-2223-44cc-9aa8-c13aebb1afb0
1293,1123,2023-07-25,Visit,Unresolved,6c2d9574-32ec-4bec-af10-4f8edadb773b
1294,1939,2023-12-17,Call,Unresolved,9ee7b142-ad9e-413c-a6ab-5c9ec7b4b05a
1295,1449,2023-09-29,Email,Unresolved,6c49b797-8404-421a-834f-d58e28513b82
1296,802,2023-12-26,Email,Resolved,476c5a75-a14c-4f54-a117-f0ca58342fe9
1297,795,2024-02-17,Call,Unresolved,079919ea-7d01-4fd6-80ca-0c3be05a1e8b
1298,1791,2023-11-16,Visit,Resolved,7f623c03-22a1-4b1a-987c-079b8a57118b
1299,8,2024-05-08,Visit,Resolved,97aa5bb4-95f5-4a4e-9d4e-4f3de79b9ffd
1300,1585,2024-03-10,Call,Resolved,c0eccd36-949a-421a-9fba-ae9257df69b7
1301,854,2024-05-30,Visit,Unresolved,d413daf4-079b-4d3f-9d01-01c35cae098d
1302,780,2024-05-19,Call,Unresolved,7fa75852-4157-497d-bca1-46e3cc1c8711
1303,298,2023-10-13,Email,Unresolved,e2f7d574-7ca5-4353-b7f2-c6a9672295c9
1304,1075,2024-05-09,Email,Resolved,a609e862-f6d2-4d46-b3a6-793f1e2daf95
1305,1128,2023-11-01,Call,Resolved,6218411f-7aef-4e0f-a7a5-3831bfc955f4
1306,824,2024-05-13,Email,Unresolved,f93f6e63-a7c6-465f-a39e-9fb54b45d84f
1307,187,2024-04-30,Visit,Unresolved,362af9e4-3cb5-460d-bc8b-31c87279d1f7
1308,1417,2024-02-12,Visit,Resolved,a950f543-4bfa-4f38-8477-a9a84d4540dd
1309,914,2024-02-05,Email,Resolved,5ecfcd69-4f8e-4363-a974-f4b4bc6978f2
1310,250,2023-12-02,Visit,Unresolved,21f7b492-d11e-41f6-bd53-3fb251df18d3
1311,697,2024-03-23,Email,Unresolved,351e7139-915b-4403-bd49-010f0f205dce
1312,835,2023-11-27,Email,Resolved,38442bc0-14f0-478f-ab59-a92aa6aabdc5
1313,1504,2024-03-06,Visit,Unresolved,d8ebe609-b645-4ee7-a6d8-e81e0940369a
1314,214,2023-12-07,Visit,Resolved,2e43ce19-b0e7-41f6-850a-10f858afa62e
1315,96,2023-09-06,Visit,Resolved,63e411eb-2352-464e-857a-5a625c484c70
1316,590,2024-06-28,Visit,Unresolved,d060bf3a-ead5-424e-9135-1f7152d8f06f
1317,1389,2024-01-15,Visit,Resolved,39181a37-dd2e-4705-b2f0-eb33737378b1
1318,864,2024-07-11,Email,Unresolved,7dbcb9df-e77f-47e6-872c-860cba2733cd
1319,875,2023-07-27,Visit,Unresolved,681c4fbc-d7bb-42db-9d2d-916e60d2fb5c
1320,773,2023-08-01,Email,Resolved,878b789d-d548-49eb-bce3-a0b25bc674e7
1321,601,2024-06-13,Visit,Unresolved,98a0a622-f815-4c17-b733-287041b04fb6
1322,1050,2024-04-06,Email,Unresolved,fca5ef44-fc28-49ef-803f-764944dd669b
1323,414,2023-09-13,Email,Resolved,2bde75be-8207-426b-9664-cf734c142472
1324,701,2024-01-09,Call,Unresolved,c4315afc-ddb5-4d66-ac9c-f91986c2b519
1325,1507,2023-07-28,Call,Resolved,b4d233c3-b0fd-46b6-a7b2-996e00708906
1326,1773,2024-05-24,Email,Resolved,7503b3f5-f6a2-4b6a-bb4d-50043c0657c7
1327,632,2024-05-04,Call,Unresolved,de36a2cc-05e7-4d03-8114-c732df3aff02
1328,694,2024-03-04,Call,Unresolved,c0310963-fa78-4e39-888f-dbb67dc852d6
1329,1115,2023-09-22,Visit,Unresolved,7b1b5612-75ac-4558-b91b-6f5e5d9920b1
1330,1054,2024-07-06,Visit,Unresolved,a5296773-f55a-45cc-aeca-7beff9c45638
1331,1381,2024-02-18,Visit,Resolved,2afcbbad-3bb1-471b-a1f7-4f52e95c1db3
1332,58,2023-08-31,Email,Resolved,3fbd7537-9482-474f-a3cf-58cf82f5abe0
1333,521,2024-03-17,Call,Unresolved,9522fc1c-0ac4-4d3d-9269-efe606633426
1334,231,2023-09-19,Visit,Resolved,d0729dc9-dc0a-4b14-8b27-5375c0f02459
1335,1612,2024-03-15,Visit,Unresolved,c84d7021-0897-4c8d-ab43-8a7c469ef820
1336,1772,2024-02-06,Call,Unresolved,7b89b78a-bc6f-4fb1-9d97-f8a665204dd2
1337,809,2023-11-14,Call,Resolved,6b739d21-6a81-4d50-939c-ccc2046d191c
1338,1461,2024-02-11,Email,Resolved,2c2ba3f8-e3cb-4ae5-9e36-a949d1e8ed60
1339,1303,2024-06-14,Email,Resolved,36dc2ce6-d21d-4bc0-8c80-15b48f8ea401
1340,678,2024-07-12,Visit,Unresolved,7cef9ab0-d351-465b-b4d3-8e01eebaa0a1
1341,821,2024-06-20,Call,Resolved,e92eac01-48ac-479b-b15f-6f4b6c8caa07
1342,1470,2023-09-04,Visit,Unresolved,9496ea4e-7bc8-4bb2-b334-7993ee3df884
1343,898,2024-03-19,Call,Resolved,dbe4171b-5469-48f7-bae4-d261cea08f49
1344,1796,2023-12-07,Call,Resolved,2792d8db-ff3c-404a-a8d3-e93257667920
1345,1281,2023-09-12,Visit,Unresolved,9635d54e-b818-4810-b47e-dd0a6dd6fbd4
1346,1916,2023-09-24,Email,Unresolved,3a153471-6dd4-4200-b873-a3f691d3e6ee
1347,1233,2023-10-22,Email,Resolved,8fffd6af-1438-47fc-96e5-72d63e71444b
1348,1774,2023-12-16,Visit,Unresolved,77bc9b4e-0c7a-4cf8-9ecb-cb97ed3b9ef8
1349,65,2023-12-10,Call,Unresolved,7f887c00-7f75-492b-a246-6879e54cf929
1350,1860,2023-07-21,Call,Unresolved,8067e851-06fd-4236-8bc2-6c4b4d6cdcf3
1351,344,2023-08-09,Call,Unresolved,5b3d5f85-2aa7-4b1b-9d11-1196d3cbbbed
1352,1938,2023-11-05,Email,Unresolved,75d9e262-e801-497e-8cd2-4dd2fe107ab3
1353,643,2024-07-16,Email,Unresolved,0b36a265-28a0-4cfb-a156-4dbb23793907
1354,1944,2023-09-05,Call,Unresolved,ec0765eb-8a77-45a3-8293-73bc7cc63968
1355,1468,2023-10-13,Visit,Unresolved,9da722b2-ca1e-4d61-88b4-8533c8cb3fa9
1356,203,2023-09-08,Email,Resolved,4fc8a33a-4294-4b35-955f-7aabfbe93b25
1357,208,2023-07-22,Call,Resolved,a88299ae-0da5-462c-9e71-54c446042097
1358,1766,2024-05-10,Visit,Unresolved,e7be6d2d-eaf6-4a44-b85a-d0555316193e
1359,1139,2023-09-08,Email,Resolved,ae9b9560-0ff2-4878-9fee-914e0877887f
1360,1548,2024-02-21,Call,Unresolved,11f60386-aaf9-45f3-9352-01082065b5fe
1361,584,2024-03-07,Visit,Resolved,320f608f-5c30-4432-b18f-abc7587a5b4c
1362,1673,2024-04-23,Call,Unresolved,267f7316-d517-409c-b5d7-27f15822a7bd
1363,648,2023-09-11,Email,Resolved,98ec2247-e0be-4d31-8664-096fc78801bf
1364,910,2023-10-27,Email,Unresolved,ab6c270f-270b-43aa-8f80-37a57149fba1
1365,947,2023-10-31,Visit,Resolved,b3ecdfe2-1213-4cd6-afef-6dec73e32a18
1366,1647,2024-04-28,Email,Resolved,4c28c246-96ae-412c-8059-f9a1fe9c8717
1367,1796,2023-09-25,Email,Resolved,cea83f7e-8e19-41ad-8443-13738af5a282
1368,823,2023-11-27,Call,Resolved,e36243c4-074d-4428-934b-fdbfce89eb0e
1369,546,2024-01-07,Email,Resolved,38449986-109a-4ae9-87be-7616fbc5778e
1370,1300,2023-08-15,Email,Unresolved,68aac510-31cc-4c05-8638-463590d75dc9
1371,1879,2024-05-24,Call,Unresolved,ed634b44-e5b8-4990-88c2-3d9b414ff25e
1372,953,2024-01-02,Visit,Resolved,8744dd1e-4c34-4074-a39d-9ff3777c7567
1373,164,2023-12-15,Email,Resolved,2b0d1f60-c4a4-42b3-8acb-ee5099050e7c
1374,219,2024-02-04,Email,Unresolved,a5f7ab4f-dacf-438a-8513-0e4eb261834e
1375,1322,2023-08-27,Email,Resolved,ca558677-b515-4b68-8136-6484756dc63e
1376,1051,2023-10-19,Email,Unresolved,2af80c70-deef-4264-af7f-51ab45901547
1377,1700,2023-10-25,Call,Unresolved,e0cff9d1-2b95-4b92-a315-c57b06986cc6
1378,605,2023-09-02,Email,Unresolved,dedbd71d-24a0-456f-b825-b63d08311839
1379,153,2023-09-15,Visit,Resolved,c241375f-6692-45ec-af1a-798b8909d6fd
1380,213,2023-12-21,Call,Resolved,f7d73ae7-b0fc-445d-a774-2fd6acecb609
1381,1481,2023-08-01,Call,Unresolved,6f8f3f3f-f23a-4b0a-86d1-939c47b29d4f
1382,1326,2024-06-29,Email,Resolved,3271ad35-844d-48c0-861e-b9ddaa329fbb
1383,285,2024-02-18,Email,Unresolved,61130373-f018-4ca2-8df2-b6be590d71d3
1384,993,2024-03-11,Call,Resolved,55e1003d-c8cd-4f6d-b178-5dd69e6b9f12
1385,1705,2024-05-08,Call,Resolved,710e3ef7-09fb-4cf2-93a7-9f05bfe57742
1386,1143,2023-12-08,Call,Resolved,40db2afb-088d-47d3-a697-7de5bec13fd1
1387,1102,2024-01-30,Email,Unresolved,9ec33fae-76c1-441d-9508-7d15380326b8
1388,747,2024-02-27,Call,Resolved,e012a758-568c-4068-a788-574fd60c7150
1389,1705,2023-09-01,Visit,Unresolved,dc884057-c70a-4d1b-a57b-8cd9cd71445c
1390,1138,2023-09-17,Email,Unresolved,04fb233b-44ad-4c7c-8a2a-896055f8c57e
1391,1523,2023-10-22,Email,Unresolved,ac4b3ece-6e5b-47ab-93a9-d639ea07e0fe
1392,1015,2024-06-11,Call,Resolved,e3225db8-1570-4a29-a0eb-9f1dfead048f
1393,663,2024-04-28,Email,Unresolved,ca26fbe8-1aac-4bad-91bd-cd8dc571c39b
1394,1577,2023-07-30,Call,Unresolved,7dba7df6-20b4-4e3c-b7a0-9e642939c01a
1395,1487,2024-04-10,Call,Resolved,cd9b71ab-c3c1-4551-9131-7bd7c3a639b6
1396,676,2024-07-01,Email,Unresolved,637e61c4-0bee-4959-b57c-35219b83fe94
1397,1515,2024-03-09,Email,Unresolved,bdd6f9e2-bd57-460e-a920-98b490651031
1398,1949,2023-07-28,Email,Unresolved,412221f1-a6a3-4ab1-bf7c-baa787be3832
1399,61,2023-10-30,Email,Resolved,2a636a96-0bf2-42e0-ad12-9f3d54a94fc3
1400,1726,2023-11-21,Call,Unresolved,3b330dce-c91d-48f7-a09a-ee3f4515d276
1401,1797,2023-12-26,Email,Unresolved,fea9c7cf-91b6-4275-a6c8-8c191cf8aa29
1402,752,2024-07-01,Call,Unresolved,e07e2814-7c74-44b3-b61a-e1de4c83c73a
1403,689,2023-11-04,Visit,Unresolved,51224ca4-7e57-46a7-b47f-e249e73a8b7f
1404,1919,2024-04-23,Email,Resolved,3795c717-763f-4154-80c8-c990efeab2bb
1405,1427,2023-08-03,Call,Resolved,5f2f1ddf-8a6f-4da7-8e27-91eb837263b3
1406,798,2023-08-26,Call,Resolved,fd2fb750-0f97-4f1f-986c-3c9b8cf85cdf
1407,1248,2024-07-04,Call,Resolved,17393464-ef31-4938-b261-6b65c6bf1af9
1408,225,2023-08-13,Email,Unresolved,59313fc9-02a2-4604-b7ba-57f5c702af9a
1409,142,2024-07-15,Email,Unresolved,e8c7bf19-6c05-4bb7-ae91-9eb2cf723bf7
1410,955,2023-12-07,Email,Unresolved,aa573fe9-66dc-4f83-95a6-d7a93c83d94b
1411,498,2023-08-30,Call,Resolved,6c3314b4-9cd8-4eb2-8332-29dbc5984c78
1412,1908,2023-08-28,Call,Unresolved,14b7a7ae-b6ae-49e6-a25f-326964278da4
1413,1640,2023-10-17,Email,Resolved,cef8bd04-e249-4f71-9edb-9b3aaf849bbd
1414,551,2023-11-02,Visit,Resolved,a3d2b08f-74b8-4cd5-a102-c8fa598169c0
1415,1670,2024-01-03,Email,Unresolved,6853af72-5d20-461a-ab61-474471f08a2c
1416,852,2023-09-26,Visit,Resolved,fef0596d-2fc5-4e88-9c47-96a8aa45adca
1417,1104,2023-10-02,Email,Resolved,f5ccebca-579b-4276-88c8-f13296e65836
1418,1652,2023-08-09,Visit,Resolved,ba5fa463-6f2c-438c-b8a0-5cac4d601cf4
1419,1154,2024-02-06,Visit,Unresolved,4fe26a6e-c28e-4934-932e-6c2612f6c184
1420,227,2024-06-08,Call,Resolved,7db74424-d40e-40b6-9e27-3ef1a332a410
1421,594,2024-05-18,Visit,Unresolved,ff2f1650-f0e1-4cc0-991e-bb76c75296fa
1422,664,2023-10-09,Call,Resolved,00dd926d-f812-4211-8561-9e10108eef8f
1423,323,2023-09-01,Call,Resolved,3af2efca-cded-4aa8-a28c-9f110be64dc8
1424,675,2024-02-29,Email,Unresolved,429c1928-9116-4b6c-9121-13034d5ac80e
1425,1300,2024-01-14,Email,Resolved,ae376bfe-e044-43cc-ad1d-064db3cec2cd
1426,1572,2023-08-03,Visit,Unresolved,d7ce52a0-43f6-4150-9992-f4c301cc13fc
1427,834,2023-07-31,Visit,Resolved,38d9449c-e7d0-4dcb-ac1e-12ffb664035f
1428,94,2023-10-27,Visit,Unresolved,d6ab69d8-ebb3-4a1e-9af6-2b9ad419d625
1429,1042,2023-10-22,Call,Resolved,476e481a-6143-4d2f-9eed-0bd94a978e20
1430,250,2023-11-29,Visit,Resolved,e9b2a2f0-986b-4ef6-97b5-a86b3021a42b
1431,704,2024-06-23,Visit,Resolved,2afb9423-c978-4f12-a55d-29220a8ca9f0
1432,1013,2023-12-10,Visit,Unresolved,192375bc-da2f-49e8-8432-339bbdd18726
1433,1645,2023-10-28,Email,Unresolved,3c69f95b-430e-413f-922e-15fb18635e1f
1434,1528,2024-02-18,Email,Unresolved,5c77444a-0512-4ee3-ac88-b4029da4b521
1435,1575,2024-04-28,Call,Unresolved,5fdebd9b-97c8-4956-8db3-4b77a3f61597
1436,1483,2023-07-20,Email,Unresolved,486117d8-2616-4a42-afb1-1962dc66757c
1437,1996,2024-01-28,Call,Resolved,f3dc200f-3b4a-49df-9be4-df6f27c8b57b
1438,463,2023-10-06,Visit,Resolved,f9ad0180-2c2f-431a-b6c2-77d04b9c4829
1439,1283,2023-10-14,Call,Resolved,38596ba3-dbea-4629-9a7b-c220f93a15e7
1440,1981,2023-10-12,Visit,Resolved,f1256a00-cf8b-4447-b41c-bb77381dc690
1441,1374,2024-01-19,Visit,Resolved,704bbb20-32d2-4f6a-9920-53575401fdc3
1442,1116,2023-07-19,Visit,Unresolved,9f2eaa78-7e21-45fa-86d8-0019f9bd6267
1443,157,2023-08-08,Call,Unresolved,de4bb501-b4a2-450f-898d-ea102953496f
1444,1005,2024-04-30,Email,Unresolved,d4d6d096-3bc4-4b16-b55e-bee362f186ff
1445,238,2023-09-26,Email,Unresolved,ebb76ef2-6461-400c-ad92-20e168763f9f
1446,1063,2024-06-26,Visit,Resolved,64bd0c33-b25e-4f2e-b0a1-5d4ae3c618e5
1447,1367,2024-06-06,Visit,Unresolved,51c89f15-71e5-4c9b-8307-251d01435aa5
1448,1231,2023-09-09,Visit,Unresolved,378a71f3-5a4a-45ba-a3d7-76ca66f4577e
1449,39,2023-11-15,Visit,Resolved,e85dcb93-48af-4cb4-b278-585e67999a71
1450,250,2024-05-21,Call,Unresolved,0aad6ead-2bc7-4e20-9300-985d975c89a1
1451,1000,2023-10-29,Email,Unresolved,eb3abb3a-f80e-40a3-9c84-a9599f71e153
1452,594,2023-12-23,Call,Resolved,cac0f037-7918-464a-898a-00615d38c90c
1453,1523,2024-06-29,Email,Unresolved,ef99cdaf-ecd1-4634-984f-59fad9867669
1454,172,2023-10-13,Call,Unresolved,e470444b-8f31-495e-aefe-ddeb6f8e26b9
1455,1511,2023-07-26,Call,Unresolved,cbc2f0b8-e755-46e6-969e-b50176c35219
1456,1801,2024-05-12,Email,Unresolved,6472f7cb-474b-4498-b561-7fd5d85bb91c
1457,1744,2024-05-05,Email,Resolved,cf5b9108-94d2-4b5e-b142-6f6ff056177c
1458,1408,2024-06-17,Visit,Unresolved,5596e230-ae61-4d92-9038-4cc77972ff55
1459,263,2023-11-29,Visit,Resolved,26bd6e90-249f-4d1d-9f06-dbb9bc1ac56d
1460,142,2024-04-04,Call,Resolved,fbe47451-20b5-44e0-9151-07c385bd43b5
1461,882,2024-04-28,Email,Unresolved,50dd8e76-0ac1-41fb-bf03-8b95c8f7c7a1
1462,1297,2024-04-02,Visit,Resolved,49d332b5-11bb-47a9-98d6-75cc9f66ee01
1463,1654,2024-02-07,Call,Unresolved,257c9a02-b3ad-4634-b48e-174a3a5011c4
1464,1382,2023-10-01,Visit,Resolved,87d80215-11ff-4656-8901-39024bfe4aa5
1465,536,2024-03-28,Call,Resolved,51f08593-bb0c-49ed-ba7f-5b6ce6007c7c
1466,1311,2023-12-25,Visit,Resolved,bd96ec5d-06d5-4f08-be8a-dad4b3e5919b
1467,1440,2024-04-29,Call,Unresolved,50c37243-860c-4a43-ae63-9243749e7bfa
1468,1645,2023-10-09,Visit,Unresolved,58d26882-492b-4c42-af94-989294494070
1469,1626,2023-07-31,Call,Resolved,e70275f0-faf2-4563-ad24-b7b57b776122
1470,447,2024-05-20,Email,Resolved,3c683dcf-c582-4147-b697-06edd26cf052
1471,818,2024-03-21,Email,Unresolved,069505d1-a766-42fd-8a6a-ce5d2c427f64
1472,1048,2024-07-11,Email,Resolved,996e54c8-ee98-45cf-a591-21e64ea07f34
1473,1834,2024-05-19,Call,Unresolved,e181bf14-88c7-499e-b10f-664a7bb04128
1474,1115,2024-04-10,Email,Unresolved,a4e59ede-40a6-4464-97b8-51439ea7aa43
1475,1351,2024-05-23,Email,Resolved,a14bf4fa-497e-4996-b5dc-5298378cbe3b
1476,773,2023-08-25,Email,Unresolved,0c379602-ec3c-4cd5-9550-5a66dc23f560
1477,447,2023-08-14,Email,Resolved,fb8d56b7-63e4-43dd-b13a-e8f2ae075cfe
1478,83,2024-05-26,Call,Unresolved,97540a59-b1af-413c-8d3e-7be3858d65f8
1479,385,2024-01-07,Call,Resolved,13dab662-bdfb-4ef3-84f5-2a16ccbe4d6e
1480,1313,2024-01-25,Call,Unresolved,f09c7bb0-1ae7-43a7-a1dc-bd7de65e5192
1481,368,2023-10-19,Call,Resolved,e92bec17-61c1-4669-a13c-fa4f81814eda
1482,754,2024-03-21,Email,Unresolved,d1b5e9ec-1153-44b2-8c28-02496fa06eb9
1483,1476,2024-03-06,Email,Unresolved,72ce9bb5-ec0c-48cc-9346-a5d6c5f1e1d6
1484,1090,2023-10-13,Email,Resolved,d6d3329e-5483-4188-8f13-0f1bfa17dcd6
1485,1689,2023-12-24,Call,Resolved,de0f48d4-232c-4a8f-9078-a588a25f6b16
1486,896,2023-09-10,Call,Unresolved,2542e43c-9f94-4674-bcc3-edd2d8fd6997
1487,610,2024-01-05,Visit,Resolved,7b8de26e-6a96-4bbb-a232-e29a610522b0
1488,40,2024-03-07,Visit,Resolved,2975ad28-44a9-4fad-a5ca-10d6e93b0776
1489,1128,2024-06-07,Call,Unresolved,472bed23-4d3e-43bd-b238-83faba789d5b
1490,353,2024-02-17,Email,Unresolved,5d0c97c2-263b-4cc2-b636-76329dde3ff7
1491,1232,2023-10-18,Visit,Resolved,c5de5e2f-4727-4053-a5f0-927102a22174
1492,1501,2024-07-15,Visit,Resolved,ad59a77c-2981-4665-b47a-9e3ba01276b8
1493,366,2024-01-10,Visit,Resolved,a6796168-4e93-45cf-9256-56a2607acc43
